Year,Category,Subtype,Count,Cleared,ClearRate
2015,Other Criminal Code Violations,Other,78,74,0.95
2018,Other Criminal Code Violations,Other,7,7,1.0
2016,Crimes Against the Person,Sexual Violation,9,5,0.56
2015,Crimes Against the Person,Other,30,18,0.6
2023,Crimes Against Property,Break & Enter-House,9,3,0.33
2017,Crimes Against Property,Fraud,14,7,0.5
2019,Criminal Code Traffic,Other,1,1,1.0
2023,Crimes Against the Person,Robbery-Other,10,3,0.3
2015,Crimes Against Property,Other,21,14,0.67
2014,Crimes Against the Person,Sexual Violation,8,2,0.25
2017,Criminal Code Traffic,Other,8,8,1.0
2014,Crimes Against Property,Theft Over $5000,4,1,0.25
2015,Crimes Against the Person,Assault,2,2,1.0
2017,Criminal Code Traffic,Other,7,7,1.0
2020,Other Criminal Code Violations,Other,10,10,1.0
2021,Crimes Against Property,Other,64,15,0.23
2015,Crimes Against the Person,Other,67,38,0.57
2020,Crimes Against Property,Break & Enter-Other,2,2,1.0
2022,Crimes Against Property,Fraud,70,6,0.09
2015,Criminal Code Traffic,Other,1,1,1.0
2019,Crimes Against the Person,Robbery-Other,3,2,0.67
2014,Crimes Against Property,Break & Enter-Commercial,6,1,0.17
2023,Crimes Against Property,Break & Enter-Apartment,13,8,0.62
2014,Criminal Code Traffic,Other,6,5,0.83
2016,Crimes Against Property,Theft Under $5000,672,302,0.45
2018,Crimes Against Property,Break & Enter-House,10,1,0.1
2015,Crimes Against Property,Break & Enter-Commercial,3,1,0.33
2020,Crimes Against the Person,Assault,40,31,0.78
2020,Crimes Against the Person,Other,15,9,0.6
2017,Crimes Against Property,Fraud,100,24,0.24
2021,Crimes Against Property,Fraud,140,11,0.08
2014,Crimes Against Property,Break & Enter-House,21,5,0.24
2014,Crimes Against Property,Break & Enter-Apartment,16,4,0.25
2018,Crimes Against the Person,Robbery-Other,8,2,0.25
2016,Crimes Against the Person,Assault,1,1,1.0
2016,Crimes Against the Person,Other,81,53,0.65
2020,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4,3,0.75
2023,Crimes Against Property,Break & Enter-Other,5,1,0.2
2021,Crimes Against the Person,Other,11,7,0.64
2017,Crimes Against Property,Other,94,30,0.32
2023,Controlled Drugs and Substances Act,Other,1,1,1.0
2017,Crimes Against the Person,Assault,63,33,0.52
2017,Other Criminal Code Violations,Other,1,1,1.0
2018,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,20,19,0.95
2017,Crimes Against the Person,Sexual Violation,7,6,0.86
2021,Crimes Against the Person,Robbery-Financial,1,1,1.0
2023,Crimes Against the Person,Assault,2,2,1.0
2014,Crimes Against Property,Auto Theft,1,1,1.0
2018,Crimes Against Property,Other,144,75,0.52
2021,Crimes Against Property,Other,98,24,0.24
2019,Controlled Drugs and Substances Act,Other,23,23,1.0
2015,Crimes Against Property,Fraud,22,3,0.14
2019,Crimes Against the Person,Robbery-Other,11,4,0.36
2016,Crimes Against Property,Break & Enter-Commercial,7,1,0.14
2016,Crimes Against Property,Break & Enter-Apartment,7,2,0.29
2019,Crimes Against Property,Auto Theft,31,3,0.1
2018,Crimes Against Property,Theft Over $5000,6,1,0.17
2021,Crimes Against Property,Break & Enter-Commercial,13,6,0.46
2017,Other Criminal Code Violations,Other,23,23,1.0
2023,Crimes Against Property,Fraud,71,2,0.03
2020,Crimes Against Property,Other,153,59,0.39
2014,Crimes Against the Person,Assault,83,68,0.82
2021,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,1,0.5
2015,Crimes Against the Person,Robbery-Other,8,2,0.25
2015,Crimes Against the Person,Assault,57,38,0.67
2022,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,2,1.0
2016,Crimes Against Property,Break & Enter-House,38,4,0.11
2022,Criminal Code Traffic,Other,5,5,1.0
2014,Crimes Against Property,Break & Enter-Apartment,15,5,0.33
2017,Crimes Against Property,Break & Enter-Other,6,3,0.5
2020,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,5,5,1.0
2014,Crimes Against Property,Break & Enter-Apartment,15,7,0.47
2020,Crimes Against Property,Auto Theft,29,1,0.03
2021,Crimes Against Property,Fraud,114,11,0.1
2016,Crimes Against Property,Theft Over $5000,6,1,0.17
2023,Crimes Against Property,Theft Under $5000,175,14,0.08
2020,Crimes Against the Person,Other,3,1,0.33
2017,Crimes Against the Person,Robbery-Other,16,8,0.5
2018,Crimes Against the Person,Sexual Violation,8,6,0.75
2014,Crimes Against the Person,Robbery-Other,13,4,0.31
2014,Criminal Code Traffic,Other,5,3,0.6
2019,Crimes Against the Person,Assault,84,65,0.77
2014,Crimes Against the Person,Robbery-Other,20,12,0.6
2023,Criminal Code Traffic,Other,4,2,0.5
2019,Crimes Against the Person,Sexual Violation,8,7,0.88
2018,Criminal Code Traffic,Other,7,6,0.86
2021,Crimes Against the Person,Robbery-Other,9,2,0.22
2016,Crimes Against Property,Break & Enter-Apartment,14,3,0.21
2014,Controlled Drugs and Substances Act,Other,40,36,0.9
2016,Crimes Against the Person,Robbery-Other,12,6,0.5
2019,Crimes Against Property,Break & Enter-Apartment,4,1,0.25
2023,Controlled Drugs and Substances Act,Other,1,1,1.0
2023,Criminal Code Traffic,Other,15,15,1.0
2021,Other Criminal Code Violations,Other,59,48,0.81
2016,Crimes Against the Person,Other,19,7,0.37
2014,Other Criminal Code Violations,Other,45,41,0.91
2015,Crimes Against the Person,Robbery-Other,16,6,0.38
2022,Crimes Against the Person,Robbery-Other,8,3,0.38
2018,Crimes Against Property,Break & Enter-House,4,3,0.75
2022,Crimes Against Property,Auto Theft,23,1,0.04
2015,Crimes Against the Person,Sexual Violation,7,5,0.71
2017,Crimes Against the Person,Robbery-Other,25,10,0.4
2016,Criminal Code Traffic,Other,6,6,1.0
2023,Other Criminal Code Violations,Other,1,1,1.0
2023,Other Criminal Code Violations,Other,8,8,1.0
2016,Other Criminal Code Violations,Other,116,107,0.92
2017,Crimes Against Property,Break & Enter-House,14,4,0.29
2019,Crimes Against Property,Fraud,33,1,0.03
2016,Crimes Against Property,Theft Under $5000,215,63,0.29
2017,Controlled Drugs and Substances Act,Other,11,10,0.91
2014,Crimes Against Property,Theft Under $5000,690,519,0.75
2022,Crimes Against the Person,Sexual Violation,11,6,0.55
2018,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,11,10,0.91
2016,Crimes Against Property,Other,54,12,0.22
2022,Crimes Against the Person,Other,5,4,0.8
2021,Crimes Against the Person,Other,40,18,0.45
2014,Crimes Against the Person,Sexual Violation,8,4,0.5
2015,Other Criminal Code Violations,Other,29,27,0.93
2020,Crimes Against the Person,Sexual Violation,13,5,0.38
2014,Crimes Against the Person,Attempt Murder,1,1,1.0
2019,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,5,4,0.8
2018,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,10,10,1.0
2017,Crimes Against Property,Theft Over $5000,6,1,0.17
2017,Crimes Against Property,Other,31,13,0.42
2014,Crimes Against Property,Other,96,47,0.49
2021,Crimes Against Property,Other,112,33,0.29
2018,Controlled Drugs and Substances Act,Other,27,23,0.85
2019,Crimes Against Property,Break & Enter-House,9,2,0.22
2018,Other Criminal Code Violations,Other,72,63,0.88
2022,Criminal Code Traffic,Other,7,6,0.86
2015,Other Criminal Code Violations,Other,29,29,1.0
2019,Crimes Against Property,Auto Theft,20,5,0.25
2018,Crimes Against Property,Other,24,7,0.29
2021,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,8,8,1.0
2016,Criminal Code Traffic,Other,6,6,1.0
2023,Crimes Against the Person,Attempt Murder,2,2,1.0
2020,Criminal Code Traffic,Other,6,6,1.0
2021,Crimes Against the Person,Assault,3,3,1.0
2018,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,19,18,0.95
2022,Crimes Against Property,Theft Over $5000,12,1,0.08
2014,Crimes Against Property,Theft Over $5000,19,2,0.11
2020,Criminal Code Traffic,Other,1,1,1.0
2023,Crimes Against Property,Fraud,74,4,0.05
2017,Crimes Against Property,Other,2,2,1.0
2020,Crimes Against the Person,Assault,29,22,0.76
2016,Other Federal Statute Violations,Other,1,1,1.0
2019,Other Criminal Code Violations,Other,5,5,1.0
2022,Crimes Against Property,Auto Theft,52,3,0.06
2015,Controlled Drugs and Substances Act,Other,12,8,0.67
2016,Controlled Drugs and Substances Act,Other,19,18,0.95
2021,Criminal Code Traffic,Other,9,8,0.89
2016,Crimes Against Property,Theft Over $5000,27,13,0.48
2014,Crimes Against the Person,Assault,80,54,0.68
2017,Crimes Against the Person,Robbery-Financial,2,1,0.5
2014,Crimes Against the Person,Sexual Violation,10,8,0.8
2014,Crimes Against Property,Break & Enter-Other,3,1,0.33
2022,Crimes Against the Person,Other,9,5,0.56
2021,Criminal Code Traffic,Other,17,14,0.82
2023,Other Criminal Code Violations,Other,193,163,0.84
2015,Crimes Against the Person,Sexual Violation,3,2,0.67
2020,Crimes Against Property,Other,18,4,0.22
2015,Crimes Against Property,Theft Under $5000,122,23,0.19
2016,Crimes Against Property,Theft Under $5000,100,17,0.17
2014,Crimes Against Property,Break & Enter-Apartment,22,11,0.5
2021,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,1,0.5
2016,Crimes Against the Person,Assault,120,84,0.7
2023,Crimes Against Property,Other,24,12,0.5
2017,Criminal Code Traffic,Other,3,3,1.0
2018,Crimes Against Property,Break & Enter-Apartment,36,7,0.19
2017,Crimes Against Property,Break & Enter-Apartment,6,2,0.33
2017,Crimes Against Property,Break & Enter-Commercial,42,7,0.17
2016,Crimes Against Property,Break & Enter-Apartment,3,2,0.67
2021,Crimes Against the Person,Robbery-Other,24,10,0.42
2022,Crimes Against Property,Break & Enter-Apartment,22,13,0.59
2016,Crimes Against Property,Break & Enter-Other,3,2,0.67
2017,Crimes Against the Person,Other,32,20,0.62
2017,Crimes Against Property,Theft Under $5000,56,12,0.21
2014,Crimes Against Property,Break & Enter-House,7,2,0.29
2023,Crimes Against Property,Fraud,40,2,0.05
2018,Crimes Against Property,Auto Theft,19,2,0.11
2017,Crimes Against Property,Auto Theft,16,1,0.06
2018,Crimes Against the Person,Other,32,19,0.59
2019,Other Criminal Code Violations,Other,3,1,0.33
2023,Crimes Against the Person,Robbery-Other,6,3,0.5
2015,Other Federal Statute Violations,Other,2,2,1.0
2017,Crimes Against Property,Other,38,11,0.29
2017,Crimes Against Property,Theft Under $5000,93,7,0.08
2020,Criminal Code Traffic,Other,3,3,1.0
2020,Crimes Against the Person,Robbery-Other,10,3,0.3
2018,Crimes Against Property,Theft Over $5000,8,2,0.25
2022,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,9,6,0.67
2016,Crimes Against the Person,Other,23,14,0.61
2021,Other Criminal Code Violations,Other,87,71,0.82
2019,Crimes Against Property,Break & Enter-Commercial,11,1,0.09
2016,Other Criminal Code Violations,Other,27,26,0.96
2017,Other Criminal Code Violations,Other,25,18,0.72
2017,Crimes Against the Person,Assault,34,21,0.62
2022,Crimes Against Property,Fraud,63,5,0.08
2022,Crimes Against Property,Fraud,40,4,0.1
2017,Crimes Against Property,Theft Under $5000,248,118,0.48
2014,Crimes Against Property,Fraud,1,1,1.0
2021,Crimes Against Property,Break & Enter-House,3,1,0.33
2021,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,10,9,0.9
2020,Crimes Against the Person,Assault,22,14,0.64
2016,Crimes Against Property,Theft Under $5000,263,68,0.26
2018,Crimes Against Property,Auto Theft,15,2,0.13
2021,Crimes Against the Person,Robbery-Other,21,10,0.48
2014,Controlled Drugs and Substances Act,Other,44,43,0.98
2017,Crimes Against the Person,Sexual Violation,5,4,0.8
2017,Crimes Against Property,Fraud,3,2,0.67
2015,Crimes Against Property,Other,57,23,0.4
2021,Crimes Against Property,Break & Enter-Apartment,29,6,0.21
2015,Other Criminal Code Violations,Other,11,10,0.91
2020,Crimes Against Property,Theft Under $5000,267,67,0.25
2018,Other Criminal Code Violations,Other,25,23,0.92
2023,Controlled Drugs and Substances Act,Other,41,31,0.76
2021,Crimes Against the Person,Sexual Violation,9,4,0.44
2020,Crimes Against Property,Break & Enter-Commercial,25,9,0.36
2019,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4,3,0.75
2017,Crimes Against Property,Break & Enter-Commercial,33,10,0.3
2016,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,9,6,0.67
2019,Crimes Against Property,Theft Under $5000,390,109,0.28
2016,Crimes Against the Person,Other,11,4,0.36
2022,Crimes Against Property,Other,47,5,0.11
2022,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,1,0.5
2023,Crimes Against Property,Break & Enter-Other,2,1,0.5
2016,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,7,7,1.0
2015,Crimes Against Property,Break & Enter-Apartment,23,13,0.57
2015,Crimes Against the Person,Sexual Violation,2,1,0.5
2019,Other Criminal Code Violations,Other,66,63,0.95
2019,Crimes Against the Person,Assault,95,52,0.55
2018,Crimes Against the Person,Other,11,4,0.36
2020,Crimes Against Property,Break & Enter-Apartment,8,4,0.5
2019,Crimes Against the Person,Attempt Murder,2,2,1.0
2018,Crimes Against the Person,Robbery-Other,22,10,0.45
2022,Crimes Against the Person,Robbery-Financial,2,2,1.0
2014,Crimes Against Property,Fraud,4,2,0.5
2018,Crimes Against the Person,Assault,87,57,0.66
2015,Crimes Against the Person,Assault,3,1,0.33
2019,Other Criminal Code Violations,Other,39,37,0.95
2016,Crimes Against Property,Break & Enter-Apartment,32,8,0.25
2019,Crimes Against the Person,Robbery-Other,114,40,0.35
2023,Criminal Code Traffic,Other,15,14,0.93
2016,Crimes Against the Person,Other,34,19,0.56
2015,Crimes Against the Person,Robbery-Other,4,1,0.25
2014,Crimes Against the Person,Sexual Violation,2,1,0.5
2022,Crimes Against the Person,Assault,33,19,0.58
2018,Criminal Code Traffic,Other,33,30,0.91
2014,Crimes Against Property,Other,30,7,0.23
2021,Other Federal Statute Violations,Other,1,1,1.0
2017,Other Criminal Code Violations,Other,92,80,0.87
2020,Crimes Against the Person,Sexual Violation,10,6,0.6
2020,Crimes Against Property,Theft Over $5000,7,1,0.14
2017,Other Criminal Code Violations,Other,1,1,1.0
2014,Crimes Against Property,Fraud,66,22,0.33
2020,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,6,5,0.83
2017,Crimes Against the Person,Robbery-Other,19,6,0.32
2020,Crimes Against Property,Break & Enter-Commercial,3,1,0.33
2019,Crimes Against Property,Fraud,62,10,0.16
2016,Crimes Against Property,Break & Enter-Apartment,3,2,0.67
2020,Criminal Code Traffic,Other,7,6,0.86
2017,Crimes Against the Person,Assault,149,99,0.66
2018,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,6,5,0.83
2020,Criminal Code Traffic,Other,5,5,1.0
2021,Crimes Against Property,Break & Enter-Other,1,1,1.0
2019,Crimes Against Property,Theft Over $5000,11,1,0.09
2018,Controlled Drugs and Substances Act,Other,25,23,0.92
2021,Other Criminal Code Violations,Other,1,1,1.0
2019,Crimes Against Property,Break & Enter-Apartment,15,7,0.47
2014,Crimes Against the Person,Sexual Violation,3,3,1.0
2014,Crimes Against the Person,Other,12,10,0.83
2017,Crimes Against Property,Other,49,7,0.14
2014,Crimes Against Property,Theft Under $5000,55,14,0.25
2017,Crimes Against Property,Theft Under $5000,90,27,0.3
2019,Other Federal Statute Violations,Other,2,2,1.0
2019,Crimes Against the Person,Robbery-Financial,1,1,1.0
2016,Crimes Against Property,Fraud,78,13,0.17
2014,Crimes Against Property,Break & Enter-Commercial,8,3,0.38
2017,Crimes Against Property,Auto Theft,14,1,0.07
2016,Crimes Against the Person,Robbery-Other,4,2,0.5
2023,Crimes Against the Person,Sexual Violation,11,5,0.45
2018,Crimes Against the Person,Other,21,11,0.52
2018,Crimes Against Property,Break & Enter-House,10,1,0.1
2016,Crimes Against the Person,Sexual Violation,13,10,0.77
2016,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,13,12,0.92
2023,Crimes Against Property,Auto Theft,35,1,0.03
2015,Crimes Against the Person,Other,25,19,0.76
2016,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,10,10,1.0
2023,Crimes Against Property,Break & Enter-House,8,4,0.5
2014,Crimes Against Property,Break & Enter-Commercial,4,1,0.25
2018,Other Criminal Code Violations,Other,5,5,1.0
2020,Other Criminal Code Violations,Other,22,17,0.77
2014,Crimes Against Property,Theft Under $5000,65,24,0.37
2020,Criminal Code Traffic,Other,9,8,0.89
2021,Crimes Against the Person,Assault,27,15,0.56
2014,Crimes Against the Person,Assault,1,1,1.0
2016,Crimes Against the Person,Assault,99,68,0.69
2015,Crimes Against Property,Theft Over $5000,3,1,0.33
2015,Controlled Drugs and Substances Act,Other,12,11,0.92
2015,Crimes Against Property,Auto Theft,3,2,0.67
2015,Controlled Drugs and Substances Act,Other,15,15,1.0
2017,Crimes Against the Person,Sexual Violation,2,1,0.5
2016,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,14,13,0.93
2016,Controlled Drugs and Substances Act,Other,15,15,1.0
2019,Crimes Against the Person,Sexual Violation,18,9,0.5
2016,Crimes Against Property,Break & Enter-Commercial,3,1,0.33
2021,Other Criminal Code Violations,Other,357,306,0.86
2019,Crimes Against Property,Break & Enter-Apartment,11,5,0.45
2016,Crimes Against the Person,Assault,8,6,0.75
2021,Crimes Against Property,Fraud,18,1,0.06
2018,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,11,10,0.91
2016,Crimes Against the Person,Assault,14,9,0.64
2023,Crimes Against the Person,Sexual Violation,20,12,0.6
2019,Crimes Against Property,Other,52,24,0.46
2016,Crimes Against Property,Fraud,74,20,0.27
2015,Crimes Against the Person,Other,17,11,0.65
2016,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,1,0.33
2015,Crimes Against Property,Auto Theft,22,4,0.18
2019,Crimes Against Property,Theft Under $5000,463,69,0.15
2016,Crimes Against the Person,Other,14,6,0.43
2023,Crimes Against the Person,Sexual Violation,12,8,0.67
2017,Criminal Code Traffic,Other,1,1,1.0
2017,Crimes Against the Person,Sexual Violation,11,6,0.55
2019,Crimes Against Property,Break & Enter-House,9,1,0.11
2018,Crimes Against Property,Other,44,10,0.23
2014,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,32,31,0.97
2020,Crimes Against the Person,Robbery-Other,12,10,0.83
2018,Crimes Against the Person,Robbery-Other,45,28,0.62
2019,Other Criminal Code Violations,Other,234,219,0.94
2018,Crimes Against the Person,Sexual Violation,4,2,0.5
2020,Crimes Against Property,Break & Enter-Commercial,17,5,0.29
2019,Crimes Against Property,Fraud,39,9,0.23
2014,Other Criminal Code Violations,Other,57,55,0.96
2016,Other Federal Statute Violations,Other,7,6,0.86
2023,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,6,5,0.83
2018,Controlled Drugs and Substances Act,Other,5,4,0.8
2014,Controlled Drugs and Substances Act,Other,17,16,0.94
2018,Crimes Against the Person,Assault,154,103,0.67
2023,Crimes Against Property,Break & Enter-House,15,2,0.13
2021,Crimes Against the Person,Assault,3,3,1.0
2022,Crimes Against Property,Other,47,3,0.06
2020,Criminal Code Traffic,Other,2,1,0.5
2017,Crimes Against the Person,Robbery-Other,15,6,0.4
2016,Crimes Against Property,Break & Enter-Other,1,1,1.0
2014,Crimes Against Property,Fraud,10,5,0.5
2014,Crimes Against Property,Theft Under $5000,866,236,0.27
2016,Other Criminal Code Violations,Other,146,145,0.99
2019,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,51,46,0.9
2019,Crimes Against Property,Break & Enter-Commercial,32,16,0.5
2020,Other Criminal Code Violations,Other,26,18,0.69
2014,Crimes Against Property,Break & Enter-Commercial,5,2,0.4
2020,Crimes Against Property,Break & Enter-House,15,1,0.07
2018,Crimes Against the Person,Assault,3,1,0.33
2017,Crimes Against Property,Fraud,51,14,0.27
2021,Crimes Against Property,Break & Enter-Commercial,3,2,0.67
2016,Crimes Against Property,Theft Over $5000,6,1,0.17
2016,Crimes Against Property,Break & Enter-Apartment,6,4,0.67
2020,Crimes Against the Person,Robbery-Other,12,6,0.5
2019,Crimes Against the Person,Assault,38,25,0.66
2019,Criminal Code Traffic,Other,5,5,1.0
2015,Crimes Against Property,Auto Theft,16,2,0.12
2016,Crimes Against Property,Break & Enter-Other,1,1,1.0
2020,Crimes Against the Person,Sexual Violation,1,1,1.0
2020,Other Criminal Code Violations,Other,1,1,1.0
2023,Criminal Code Traffic,Other,6,6,1.0
2021,Crimes Against Property,Other,53,6,0.11
2019,Crimes Against Property,Theft Under $5000,964,166,0.17
2014,Criminal Code Traffic,Other,10,10,1.0
2019,Crimes Against the Person,Robbery-Financial,1,1,1.0
2020,Crimes Against Property,Break & Enter-House,5,1,0.2
2019,Crimes Against Property,Fraud,292,22,0.08
2023,Crimes Against the Person,Other,31,21,0.68
2019,Crimes Against the Person,Other,22,17,0.77
2015,Crimes Against Property,Other,2,2,1.0
2015,Crimes Against the Person,Other,70,33,0.47
2015,Crimes Against the Person,Robbery-Other,29,9,0.31
2022,Crimes Against the Person,Robbery-Other,4,1,0.25
2021,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,9,7,0.78
2018,Crimes Against Property,Other,48,17,0.35
2017,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,2,1.0
2017,Crimes Against the Person,Robbery-Other,12,5,0.42
2023,Criminal Code Traffic,Other,5,4,0.8
2018,Crimes Against the Person,Other,8,3,0.38
2023,Crimes Against the Person,Other,52,34,0.65
2021,Other Criminal Code Violations,Other,23,14,0.61
2023,Crimes Against Property,Other,396,156,0.39
2016,Crimes Against Property,Fraud,41,6,0.15
2017,Crimes Against Property,Break & Enter-Apartment,11,2,0.18
2018,Crimes Against Property,Break & Enter-Other,4,4,1.0
2019,Crimes Against Property,Theft Over $5000,4,3,0.75
2014,Crimes Against Property,Theft Under $5000,97,4,0.04
2018,Crimes Against Property,Break & Enter-Apartment,16,6,0.38
2014,Criminal Code Traffic,Other,11,11,1.0
2015,Crimes Against the Person,Assault,144,99,0.69
2018,Other Criminal Code Violations,Other,2,2,1.0
2015,Other Federal Statute Violations,Other,2,2,1.0
2015,Crimes Against Property,Break & Enter-House,33,2,0.06
2021,Criminal Code Traffic,Other,8,8,1.0
2021,Crimes Against Property,Fraud,52,3,0.06
2017,Criminal Code Traffic,Other,17,13,0.76
2020,Other Federal Statute Violations,Other,2,2,1.0
2017,Other Criminal Code Violations,Other,90,82,0.91
2023,Controlled Drugs and Substances Act,Other,1,1,1.0
2022,Crimes Against the Person,Sexual Violation,26,9,0.35
2017,Other Criminal Code Violations,Other,2,1,0.5
2014,Crimes Against Property,Fraud,8,5,0.62
2015,Crimes Against the Person,Other,33,18,0.55
2023,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1,1.0
2023,Crimes Against Property,Auto Theft,16,5,0.31
2017,Other Criminal Code Violations,Other,2,2,1.0
2023,Crimes Against the Person,Other,10,7,0.7
2023,Criminal Code Traffic,Other,16,10,0.62
2014,Crimes Against Property,Auto Theft,12,1,0.08
2017,Crimes Against the Person,Assault,85,59,0.69
2020,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,2,0.67
2017,Other Criminal Code Violations,Other,39,36,0.92
2022,Crimes Against Property,Theft Under $5000,291,18,0.06
2019,Crimes Against the Person,Attempt Murder,1,1,1.0
2022,Controlled Drugs and Substances Act,Other,2,2,1.0
2019,Crimes Against the Person,Sexual Violation,5,4,0.8
2014,Crimes Against Property,Other,94,40,0.43
2018,Crimes Against Property,Break & Enter-Apartment,19,4,0.21
2023,Crimes Against Property,Auto Theft,42,3,0.07
2017,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,7,6,0.86
2014,Crimes Against the Person,Robbery-Other,19,12,0.63
2016,Crimes Against the Person,Assault,24,12,0.5
2014,Controlled Drugs and Substances Act,Other,37,37,1.0
2016,Crimes Against Property,Theft Under $5000,209,50,0.24
2016,Other Federal Statute Violations,Other,2,2,1.0
2023,Crimes Against Property,Break & Enter-Apartment,4,1,0.25
2017,Crimes Against Property,Break & Enter-Apartment,6,1,0.17
2022,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,6,6,1.0
2019,Crimes Against the Person,Other,83,38,0.46
2021,Crimes Against the Person,Assault,102,51,0.5
2019,Controlled Drugs and Substances Act,Other,8,8,1.0
2015,Crimes Against the Person,Sexual Violation,3,2,0.67
2019,Crimes Against Property,Break & Enter-House,29,9,0.31
2017,Crimes Against Property,Other,160,60,0.38
2014,Controlled Drugs and Substances Act,Other,3,3,1.0
2022,Crimes Against Property,Break & Enter-Commercial,15,9,0.6
2020,Other Criminal Code Violations,Other,57,45,0.79
2020,Criminal Code Traffic,Other,9,7,0.78
2019,Crimes Against Property,Break & Enter-Apartment,14,4,0.29
2022,Controlled Drugs and Substances Act,Other,1,1,1.0
2016,Crimes Against Property,Theft Over $5000,8,2,0.25
2021,Crimes Against Property,Theft Under $5000,67,1,0.01
2015,Crimes Against the Person,Sexual Violation,18,8,0.44
2022,Crimes Against Property,Other,80,35,0.44
2014,Crimes Against Property,Break & Enter-Apartment,4,1,0.25
2023,Other Criminal Code Violations,Other,14,11,0.79
2016,Crimes Against Property,Fraud,67,14,0.21
2019,Crimes Against Property,Theft Under $5000,380,96,0.25
2019,Crimes Against Property,Break & Enter-Commercial,9,1,0.11
2014,Other Criminal Code Violations,Other,3,2,0.67
2022,Crimes Against Property,Fraud,124,11,0.09
2017,Other Criminal Code Violations,Other,65,55,0.85
2020,Crimes Against the Person,Sexual Violation,5,1,0.2
2021,Criminal Code Traffic,Other,30,28,0.93
2014,Criminal Code Traffic,Other,107,105,0.98
2016,Crimes Against the Person,Robbery-Financial,1,1,1.0
2014,Crimes Against the Person,Robbery-Other,12,4,0.33
2014,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4,4,1.0
2019,Crimes Against the Person,Robbery-Other,18,10,0.56
2015,Crimes Against the Person,Sexual Violation,21,13,0.62
2015,Controlled Drugs and Substances Act,Other,49,47,0.96
2023,Criminal Code Traffic,Other,2,2,1.0
2018,Controlled Drugs and Substances Act,Other,37,37,1.0
2019,Criminal Code Traffic,Other,1,1,1.0
2023,Controlled Drugs and Substances Act,Other,2,2,1.0
2020,Crimes Against Property,Break & Enter-House,5,1,0.2
2021,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,17,16,0.94
2021,Crimes Against Property,Break & Enter-Commercial,5,1,0.2
2020,Crimes Against the Person,Sexual Violation,13,7,0.54
2016,Criminal Code Traffic,Other,7,5,0.71
2014,Controlled Drugs and Substances Act,Other,53,53,1.0
2020,Other Criminal Code Violations,Other,50,48,0.96
2018,Crimes Against Property,Theft Over $5000,49,11,0.22
2017,Crimes Against Property,Theft Under $5000,78,13,0.17
2022,Crimes Against Property,Break & Enter-House,10,2,0.2
2016,Crimes Against Property,Other,30,9,0.3
2016,Crimes Against Property,Break & Enter-Apartment,6,1,0.17
2014,Crimes Against the Person,Assault,26,18,0.69
2022,Crimes Against Property,Other,29,9,0.31
2019,Crimes Against the Person,Sexual Violation,20,8,0.4
2022,Criminal Code Traffic,Other,13,12,0.92
2022,Crimes Against Property,Break & Enter-House,17,4,0.24
2015,Controlled Drugs and Substances Act,Other,7,7,1.0
2019,Crimes Against Property,Other,21,6,0.29
2019,Crimes Against Property,Theft Over $5000,6,4,0.67
2015,Crimes Against Property,Break & Enter-Commercial,14,7,0.5
2017,Crimes Against Property,Fraud,1,1,1.0
2015,Criminal Code Traffic,Other,10,10,1.0
2017,Crimes Against the Person,Other,11,4,0.36
